_id,_type,item,long,oid,pin,short
1659,vertex,_id,YRB1 ran-specific GTPase-activating protein,1659,O,YDR002W
1661,vertex,_id,OAC1 similarity to mitochondrial uncoupling proteins (MCF),1661,O,YKL120W
1662,vertex,_id,SAC1 recessive suppressor of secretory defect,1662,O,YKL212W
1663,vertex,_id,HEM15 ferrochelatase precursor,1663,M,YOR176W
1665,vertex,_id,"SKP1 kinetochore protein complex CBF3,subunit D",1665,F,YDR328C
1666,vertex,_id,CDC53 controls G1/S transition,1666,F,YDL132W
1667,vertex,_id,PBS2 tyrosine protein kinase of the MAP kinase kinase family,1667,R,YJL128C
1668,vertex,_id,NBP2 NAP1P-binding protein,1668,F,YDR162C
1669,vertex,_id,BIO3 DAPA aminotransferase,1669,M,YNR058W
1670,vertex,_id,LOS1 pre-tRNA splicing protein,1670,T,YKL205W
1672,vertex,_id,VAC8 required for vacuole inheritance and protein targeting from the cytoplasm to vacuole,1672,C,YEL013W
1673,vertex,_id,RHO5 similarity to S.pombe CDC42P and other GTP-binding proteins,1673,C,YNL180C
1674,vertex,_id,CAF4 CCR4 associated factor,1674,B,YKR036C
1675,vertex,_id,"ENT2 clathrin binding protein,required for endocytosis",1675,O,YLR206W
1676,vertex,_id,YBL029w hypothetical protein,1676,U,YBL029W
1677,vertex,_id,OSH7 similarity to KES1P,1677,M,YHR001W
1678,vertex,_id,"CCT3 chaperonin of the TCP1 ring complex,cytosolic",1678,F,YJL014W
1679,vertex,_id,YPL150w similarity to ser/thr protein kinases,1679,U,YPL150W
1680,vertex,_id,YCK1 casein kinase I isoform,1680,C,YHR135C
1681,vertex,_id,YGR111w weak similarity to mosquito carboxylesterase,1681,U,YGR111W
1682,vertex,_id,LYS1 saccharopine dehydrogenase,1682,G,YIR034C
1683,vertex,_id,YGR154c strong similarity to hypothetical proteins YKR076w and YMR251w,1683,U,YGR154C
1686,vertex,_id,MPC54 meiosis-specific component of the SPB,1686,D,YOR177C
1687,vertex,_id,"YCK3 casein kinase,isoform 3",1687,D,YER123W
1688,vertex,_id,YCK2 casein kinase I isoform,1688,C,YNL154C
1689,vertex,_id,THI22 similarity to B.subtilis transcriptional activator tenA,1689,U,YPR121W
1690,vertex,_id,"THI21 similarity to B.subtilis transcriptional activator tenA,and strong similarity to hypothetical proteins YOL055c and YPR121w",1690,U,YPL258C
1691,vertex,_id,YMR226c similarity to ketoreductases,1691,U,YMR226C
1692,vertex,_id,"OYE3 NAPDH dehydrogenase (old yellow enzyme),isoform 3",1692,E,YPL171C
1693,vertex,_id,YBL108w strong similarity to subtelomeric encoded proteins,1693,U,YBL108W
1694,vertex,_id,YJL207c weak similarity to rat omega-conotoxin-sensitive calcium channel alpha-1 subunit rbB-I,1694,U,YJL207C
1695,vertex,_id,ILV5 ketol-acid reducto-isomerase,1695,G,YLR355C
1696,vertex,_id,HOM6 homoserine dehydrogenase,1696,G,YJR139C
1697,vertex,_id,ARG1 argininosuccinate synthetase,1697,G,YOL058W
1698,vertex,_id,YLR243w strong similarity to YOR262w,1698,U,YLR243W
1699,vertex,_id,PMI40 mannose-6-phosphate isomerase,1699,M,YER003C
1700,vertex,_id,UBP7 ubiquitin carboxy terminal hydrolase,1700,F,YIL156W
1701,vertex,_id,GYP5 similarity to mouse Tbc1 protein,1701,U,YPL249C
1702,vertex,_id,RVS161 similarity to human amphiphysin and RVS167P,1702,O,YCR009C
1703,vertex,_id,DED1 ATP-dependent RNA helicase,1703,T,YOR204W
1704,vertex,_id,YMR155w weak similarity to E.coli hypothetical protein f402,1704,U,YMR155W
1706,vertex,_id,YRF1-3 strong similarity to YPL283c; YNL339c and other Y encoded proteins,1706,U,YGR296W
1707,vertex,_id,YCL039w similarity to TUP1P general repressor of RNA polymerase II transcription,1707,U,YCL039W
1708,vertex,_id,VID30 weak similarity to human RANBPM NP_005484.1,1708,F,YGL227W
1709,vertex,_id,YMR135c weak similarity to conserved hypothetical protein S. pombe,1709,U,YMR135C
1710,vertex,_id,YBL049w strong similarity to hypothetical protein - human,1710,U,YBL049W
1711,vertex,_id,VID28 similarity to S. pombe SPAC26H5.04 protein of unknown function,1711,U,YIL017C
1712,vertex,_id,FYV10 weak similarity to erythroblast macrophage protein EMP  Mus musculus,1712,U,YIL097W
1713,vertex,_id,YDR255c weak similarity to hypothetical S.pombe hypothetical protein SPBC29A3,1713,U,YDR255C
1714,vertex,_id,"FKH1 forkhead protein,involved in transcriptional silencing,cell morphology and cell cycle",1714,B,YIL131C
1715,vertex,_id,YGR017w weak similarity to TRCDSEMBL:AC006418_11 A. thaliana,1715,U,YGR017W
1716,vertex,_id,UBP12 ubiquitin C-terminal hydrolase,1716,F,YJL197W
1718,vertex,_id,"PMA2 H+-transporting P-type ATPase,minor isoform,plasma membrane",1718,A,YPL036W
1720,vertex,_id,YHR186c similarity to C.elegans hypothetical protein C10C5.6,1720,U,YHR186C
1722,vertex,_id,YGR130c weak similarity to myosin heavy chain proteins,1722,U,YGR130C
1723,vertex,_id,NSR1 nuclear localization sequence binding protein,1723,T,YGR159C
1724,vertex,_id,PPZ2 protein ser/thr phosphatase of the PP-1 family,1724,R,YDR436W
1725,vertex,_id,"DIG2 MAP kinase-associated protein,down-regulator of invasive growth and mating",1725,C,YDR480W
1726,vertex,_id,KSS1 ser/thr protein kinase of the MAP kinase family,1726,C,YGR040W
1728,vertex,_id,KIP3 kinesin-related protein required for nuclear migration,1728,O,YGL216W
1729,vertex,_id,PIB1 phosphatidylinositol(3)-phosphate binding protein,1729,M,YDR313C
1731,vertex,_id,HOM2 aspartate-semialdehyde dehydrogenase,1731,G,YDR158W
1733,vertex,_id,"AAT2 aspartate aminotransferase,cytosolic",1733,G,YLR027C
1734,vertex,_id,YGL020c weak similarity to TRCDSEMBL:SPBC543_10 putative coiled-coil protein S. pombe,1734,U,YGL020C
1735,vertex,_id,MSN4 transcriptional activator,1735,B,YKL062W
1736,vertex,_id,YER083c hypothetical protein,1736,U,YER083C
1737,vertex,_id,YBR014c similarity to glutaredoxin,1737,M,YBR014C
1739,vertex,_id,SEC53 phosphomannomutase,1739,M,YFL045C
1741,vertex,_id,YKR096w similarity to mitochondrial aldehyde dehydrogenase Ald1p,1741,E,YKR096W
1742,vertex,_id,PTC5 putative 2C protein phosphatase (PP2Cs),1742,F,YOR090C
1744,vertex,_id,HOM3 L-aspartate 4-P-transferase,1744,G,YER052C
1745,vertex,_id,MOG1 GSP1-interacting protein,1745,O,YJR074W
1748,vertex,_id,YLR152c similarity to YOR3165w and YNL095c,1748,U,YLR152C
1749,vertex,_id,CTR1 copper transport protein,1749,A,YPR124W
1750,vertex,_id,YNL213c similarity to hypothetical protein Neurospora crassa,1750,D,YNL213C
1751,vertex,_id,YGL220w weak similarity to V.alginolyticus bolA protein,1751,U,YGL220W
1752,vertex,_id,"GRX4 member of the subfamily of yeast glutaredoxins (Grx3,GRX4,and Grx5)",1752,R,YER174C
1754,vertex,_id,YLL029w similarity to M.jannaschii X-Pro dipeptidase and S.pombe hypothetical protein,1754,U,YLL029W
1756,vertex,_id,YGL121c hypothetical protein,1756,U,YGL121C
1757,vertex,_id,STE23 protease involved in a-factor processing,1757,F,YLR389C
1758,vertex,_id,KEX2 endoproteinase of late golgi compartment,1758,F,YNL238W
1759,vertex,_id,RGP1 reduced growth phenotype protein,1759,C,YDR137W
1760,vertex,_id,QNS1 weak similarity to B.subtilis spore outgrowth factor B,1760,U,YHR074W
1762,vertex,_id,YOR154w similarity to hypothetical A. thaliana proteins F19G10.15 and T19F06.21,1762,U,YOR154W
1763,vertex,_id,CMK1 Ca2+/calmodulin-dependent ser/thr protein kinase type I,1763,C,YFR014C
1764,vertex,_id,VPH2 H+-ATPase assembly protein,1764,F,YKL119C
1765,vertex,_id,YGR280c weak similarity to CBF5P,1765,U,YGR280C
1766,vertex,_id,PRP12 involved in early maturation of pre-rRNA,1766,T,YMR302C
1767,vertex,_id,RPN1 26S proteasome regulatory subunit,1767,F,YHR027C
1769,vertex,_id,DED81 asparaginyl-tRNA-synthetase,1769,P,YHR019C
1770,vertex,_id,EGD1 GAL4 DNA-binding enhancer protein,1770,B,YPL037C
1771,vertex,_id,CDC9 DNA ligase,1771,D,YDL164C
1772,vertex,_id,POL30 Proliferating Cell Nuclear Antigen (PCNA),1772,D,YBR088C
1774,vertex,_id,YGR210c similarity to M.jannaschii GTP-binding protein and to M.capricolum hypothetical protein SGC3,1774,U,YGR210C
1775,vertex,_id,PDI1 protein disulfide-isomerase precursor,1775,F,YCL043C
1776,vertex,_id,"ALA1 alanyl-tRNA synthetase,cytosolic",1776,P,YOR335C
1777,vertex,_id,YDL124w similarity to aldose reductases,1777,M,YDL124W
1778,vertex,_id,ACS2 acetyl-coenzyme A synthetase,1778,E,YLR153C
1779,vertex,_id,ADE17 5-aminoimidazole-4-carboxamide ribotide transformylase,1779,M,YMR120C
1780,vertex,_id,GCY1 galactose-induced protein of aldo/keto reductase family,1780,M,YOR120W
1781,vertex,_id,ERG20 farnesyl-pyrophosphate synthetase,1781,M,YJL167W
1782,vertex,_id,GRS1 glycine--tRNA ligase,1782,P,YBR121C
1783,vertex,_id,APE2 aminopeptidase yscII,1783,F,YKL157W
1785,vertex,_id,"IMD3 strong similarity to IMP dehydrogenases,Pur5p and YML056c",1785,M,YLR432W
1788,vertex,_id,HEX3 hexose metabolism-related protein,1788,M,YDL013W
1790,vertex,_id,PTP2 protein-tyrosine-phosphatase,1790,R,YOR208W
1792,vertex,_id,YFL030w similarity to several transaminases,1792,G,YFL030W
1793,vertex,_id,"EXG1 exo-beta-1,3-glucanase (I/II),major isoform",1793,M,YLR300W
1794,vertex,_id,SSQ1 mitochondrial heat shock protein 70,1794,F,YLR369W
1795,vertex,_id,MET6 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase,1795,G,YER091C
1797,vertex,_id,UBR2 similarity to ubiquitin--protein ligase UBR1P,1797,U,YLR024C
1798,vertex,_id,PIB2 phosphatidylinositol 3-phosphate binding,1798,U,YGL023C
1799,vertex,_id,DIP5 dicarboxylic amino acid permease,1799,A,YPL265W
1801,vertex,_id,UBC12 E2 ubiquitin-conjugating enzyme,1801,F,YLR306W
1802,vertex,_id,REX2 putative 3-5 exonuclease,1802,T,YLR059C
1803,vertex,_id,"TOS3 strong similarity to PAK1P,ELM1P and KIN82P",1803,U,YGL179C
1804,vertex,_id,Unknow protein !!!,1804,U,YMR092C
1805,vertex,_id,WTM2 transcriptional modulator,1805,T,YOR229W
1807,vertex,_id,YOR283w weak similarity to phosphoglycerate mutases,1807,E,YOR283W
1808,vertex,_id,SPT2 multifunctional HMG-like chromatin protein,1808,B,YER161C
1809,vertex,_id,YNL040w weak similarity to M.genitalium alanine--tRNA ligase,1809,M,YNL040W
1811,vertex,_id,YGR033c weak similarity to TRCDSEMBLNEW:AP002861_10 Oryza sativa,1811,U,YGR033C
1812,vertex,_id,YJL122w weak similarity to dog-fish transition protein S2,1812,U,YJL122W
1813,vertex,_id,GPI15 sequence and functional homologue of human Pig-H protein,1813,U,YNL038W
1814,vertex,_id,YGL068w strong similarity to Cricetus mitochrondial ribosomal L12 protein,1814,P,YGL068W
1815,vertex,_id,PRS3 ribose-phosphate pyrophosphokinase,1815,F,YHL011C
1816,vertex,_id,YTA6 similarity to VPS4P and YER047c,1816,F,YPL074W
1817,vertex,_id,APG12 component of the autophagic system,1817,F,YBR217W
1818,vertex,_id,CVT9 similarity to USO1P,1818,U,YPR049C
1819,vertex,_id,AAC1 ADP/ATP carrier protein (MCF),1819,O,YMR056C
1820,vertex,_id,YHR076w weak similarity to C.elegans hypothetical protein CEW09D10,1820,E,YHR076W
1821,vertex,_id,PPX1 exopolyphosphatase,1821,M,YHR201C
1822,vertex,_id,MET10 sulfite reductase flavin-binding subunit,1822,G,YFR030W
1823,vertex,_id,YNL208w weak similarity to Colletotrichum gloeosporioides nitrogen starvation-induced glutamine rich protein,1823,U,YNL208W
1824,vertex,_id,"SEC18 vesicular-fusion protein,functional homolog of NSF",1824,O,YBR080C
1826,vertex,_id,RAD55 DNA repair protein,1826,D,YDR076W
1827,vertex,_id,(MLP1) strong similarity to ser/thr-specific protein kinase SLT2P,1827,C,YKL161C
1828,vertex,_id,HPR1 hyperrecombination protein related to TOP1P,1828,D,YDR138W
1829,vertex,_id,MFT1 mitochondrial fusion target protein,1829,O,YML062C
1830,vertex,_id,SUB2 probably involved in pre-mRNA splicing,1830,T,YDL084W
1831,vertex,_id,YPK2 ser/thr protein kinase,1831,D,YMR104C
1833,vertex,_id,YEL023c similarity to hypothetical protein PA2063 - Pseudomonas aeruginosa,1833,U,YEL023C
1834,vertex,_id,"THS1 threonyl tRNA synthetase,cytosolic",1834,P,YIL078W
1837,vertex,_id,MLP2 involved in translocation of macromolecules between the nucleoplasm and the NPC,1837,O,YIL149C
1838,vertex,_id,RAS2 GTP-binding protein,1838,C,YNL098C
1839,vertex,_id,IRA1 inhibitory regulator protein of the ras-cyclic AMP pathway,1839,A,YBR140C
1840,vertex,_id,RAS1 GTP-binding protein,1840,C,YOR101W
1841,vertex,_id,YBR280c similarity to hypothetical protein S. pombe,1841,U,YBR280C
1842,vertex,_id,AAH1 adenosine deaminase,1842,M,YNL141W
1843,vertex,_id,SPH1 required for bipolar bud site selection,1843,C,YLR313C
1845,vertex,_id,SSY5 part of an extracellular amino acid sensor,1845,A,YJL156C
1846,vertex,_id,DDC1 DNA damage checkpoint protein,1846,D,YPL194W
1847,vertex,_id,MEC3 G2-specific checkpoint protein,1847,D,YLR288C
1848,vertex,_id,"SUV3 ATP-dependent RNA helicase,mitochondrial",1848,T,YPL029W
1850,vertex,_id,AXL1 protease,1850,F,YPR122W
1852,vertex,_id,HEF3 translation elongation factor eEF3 homolog,1852,P,YNL014W
1854,vertex,_id,EAP1 translation initiation factor 4E-associated protein,1854,P,YKL204W
1855,vertex,_id,YBR187w similarity to mouse putative transmembrane protein FT27,1855,U,YBR187W
1856,vertex,_id,YCR076c weak similarity to latent transforming growth factor beta binding protein 3 H. sapiens,1856,U,YCR076C
1857,vertex,_id,PCT1 cholinephosphate cytidylyltransferase,1857,M,YGR202C
1858,vertex,_id,GAL7 UDP-glucose--hexose-1-phosphate uridylyltransferase,1858,M,YBR018C
1859,vertex,_id,YNL181w similarity to hypothetical S. pombe protein,1859,U,YNL181W
1860,vertex,_id,ERG27 3-keto sterol reductase,1860,M,YLR100W
1861,vertex,_id,YJR070c similarity to C.elegans hypothetical protein C14A4.1,1861,U,YJR070C
1862,vertex,_id,YER049w strong similarity to hypothetical S.pombe protein YER049W,1862,U,YER049W
1864,vertex,_id,YKR007w weak similarity to Streptococcus protein M5 precursor,1864,U,YKR007W
1866,vertex,_id,YPR015c similarity to transcription factors,1866,T,YPR015C
1867,vertex,_id,YHR046c similarity to inositolmonophosphatases,1867,C,YHR046C
1868,vertex,_id,PSR1 plasma membrane phosphatase involved in sodium stress response,1868,F,YLL010C
1869,vertex,_id,YLR352w hypothetical protein,1869,U,YLR352W
1870,vertex,_id,CBK1 strong similarity to U.maydis Ukc1p protein kinase,1870,U,YNL161W
1871,vertex,_id,SSD1 involved in the tolerance to high concentration of Ca2+,1871,R,YDR293C
1872,vertex,_id,SGT2 similarity to protein phosphatases,1872,U,YOR007C
1874,vertex,_id,"TUF1 translation elongation factor TU,mitochondrial",1874,P,YOR187W
1875,vertex,_id,YLR328w strong similarity to YGR010w,1875,U,YLR328W
1876,vertex,_id,UFD4 similarity to rat ubiquitin ligase Nedd4,1876,F,YKL010C
1877,vertex,_id,PAC11 required in the absence of CIN8P,1877,O,YDR488C
1878,vertex,_id,"YOR172w similarity to finger protein YKL222c,YOR162c and YLR266c",1878,U,YOR172W
1879,vertex,_id,"DYN2 dynein light chain 1,cytosolic",1879,O,YDR424C
1880,vertex,_id,DMC1 meiosis-specific protein,1880,D,YER179W
1881,vertex,_id,DPM1 dolichyl-phosphate beta-D-mannosyltransferase,1881,M,YPR183W
1882,vertex,_id,MDJ1 heat shock protein - chaperone,1882,F,YFL016C
1883,vertex,_id,APT1 adenine phosphoribosyltransferase,1883,M,YML022W
1885,vertex,_id,YKR051w similarity to C.elegans hypothetical protein,1885,U,YKR051W
1886,vertex,_id,"YDR128w weak similarity to SEC27P,YMR131c and human retinoblastoma-binding protein",1886,U,YDR128W
1887,vertex,_id,LSC1 succinate-CoA ligase alpha subunit,1887,E,YOR142W
1889,vertex,_id,YBT1 yeast bile transporter,1889,A,YLL048C
1891,vertex,_id,"VID31 similarity to glutenin,high molecular weight chain proteins and SNF5P",1891,U,YKL054C
1892,vertex,_id,MET16 3-phosphoadenylylsulfate reductase,1892,G,YPR167C
1893,vertex,_id,YPR003c similarity to sulphate transporter proteins,1893,A,YPR003C
1894,vertex,_id,SLX1 similarity to hypothetical A.thaliana protein,1894,U,YBR228W
1895,vertex,_id,PHO86 inorganic phospate transporter,1895,A,YJL117W
1896,vertex,_id,TEM1 GTP-binding protein of the RAS superfamily,1896,D,YML064C
1897,vertex,_id,"MSU1 3-5 exonuclease for RNA 3 ss-tail,mitochondrial",1897,T,YMR287C
1899,vertex,_id,ILV2 acetolactate synthase,1899,G,YMR108W
1900,vertex,_id,MKK2 protein kinase of the map kinase kinase (MEK) family,1900,R,YPL140C
1901,vertex,_id,RRP3 required for maturation of the 35S primary transcript,1901,T,YHR065C
1902,vertex,_id,YGR266w hypothetical protein,1902,U,YGR266W
1903,vertex,_id,YPL222w similarity to C.perfringens hypothetical protein,1903,U,YPL222W
1904,vertex,_id,HSP12 heat shock protein,1904,F,YFL014W
1905,vertex,_id,RHO1 GTP-binding protein of the rho subfamily of ras-like proteins,1905,C,YPR165W
1906,vertex,_id,DLD3 D-lactate dehydrogenase,1906,E,YEL071W
1907,vertex,_id,ILV3 dihydroxy-acid dehydratase,1907,G,YJR016C
1908,vertex,_id,FUM1 fumarate hydratase,1908,E,YPL262W
1909,vertex,_id,YCR001w weak similarity to chloride channel proteins,1909,U,YCR001W
1910,vertex,_id,MET30 involved in regulation of sulfur assimilation genes and cell cycle progression,1910,F,YIL046W
1911,vertex,_id,MET4 transcriptional activator of sulfur metabolism,1911,B,YNL103W
1912,vertex,_id,HRT1 similarity to Lotus RING-finger protein,1912,B,YOL133W
1913,vertex,_id,RUB1 ubiquitin-like protein,1913,F,YDR139C
1914,vertex,_id,MET31 transcriptional regulator of sulfur amino acid metabolism,1914,B,YPL038W
1915,vertex,_id,ELA1 weak similarity to mammalian transcription elongation factor elongin A,1915,U,YNL230C
1916,vertex,_id,PET127 component of mitochondrial translation system,1916,P,YOR017W
1917,vertex,_id,"MSS116 RNA helicase of the DEAD box family,mitochondrial",1917,T,YDR194C
1918,vertex,_id,TIS11 tRNA-specific adenosine deaminase 3,1918,T,YLR136C
1919,vertex,_id,IMD4 strong similarity to IMP dehydrogenases,1919,M,YML056C
1920,vertex,_id,MRS6 geranylgeranyltransferase regulatory subunit,1920,F,YOR370C
1921,vertex,_id,YGR223c weak similarity to hypothetical protein YFR021w,1921,U,YGR223C
1922,vertex,_id,MLH3 insertion and deletion mismatch repair protein,1922,D,YPL164C
1923,vertex,_id,CDC20 cell division control protein,1923,D,YGL116W
1924,vertex,_id,MAD3 spindle-assembly checkpoint protein,1924,D,YJL013C
1926,vertex,_id,ZRG17 weak similarity to Anopheles mitochondrial NADH dehydrogenase subunit 2,1926,A,YNR039C
1927,vertex,_id,YMR102c strong similarity to YKL121w,1927,U,YMR102C
1928,vertex,_id,YIL104c similarity to hypothetical S. pombe protein,1928,U,YIL104C
1929,vertex,_id,YNL124w similarity to hypothetical S. pombe protein,1929,U,YNL124W
1930,vertex,_id,YBR281c similarity to hypothetical protein YFR044c,1930,U,YBR281C
1931,vertex,_id,GIP2 GLC7P-interacting protein,1931,M,YER054C
1934,vertex,_id,KNS1 ser/thr protein kinase,1934,U,YLL019C
1935,vertex,_id,PDS1 cell cycle regulator,1935,D,YDR113C
1937,vertex,_id,ATE1 arginyl tRNA transferase,1937,F,YGL017W
1940,vertex,_id,ERG1 squalene monooxygenase,1940,M,YGR175C
1941,vertex,_id,ELM1 ser/thr-specific protein kinase,1941,D,YKL048C
1942,vertex,_id,"RLF2 chromatin assembly complex,subunit p90",1942,D,YPR018W
1943,vertex,_id,"CRC1 mitochondrial carnitine carrier,member of the mitochondrial carrier (MCF) family",1943,O,YOR100C
1944,vertex,_id,YLR097c weak similarity to H. sapiens F-box protein,1944,U,YLR097C
1946,vertex,_id,YJL149w similarity to hypothetical protein YDR131c,1946,U,YJL149W
1947,vertex,_id,GPA1 GTP-binding protein alpha subunit of the pheromone pathway,1947,A,YHR005C
1948,vertex,_id,SML1 protein inhibitor of ribonucleotide reductase,1948,D,YML058W
1949,vertex,_id,HOR2 DL-glycerol phosphatase,1949,R,YER062C
1950,vertex,_id,"RNQ1 prion,epigenetic modifier of protein function",1950,U,YCL028W
1951,vertex,_id,ADH3 alcohol dehydrogenase III,1951,M,YMR083W
1954,vertex,_id,YJL068c strong similarity to human esterase D,1954,M,YJL068C
1956,vertex,_id,SCP1 similarity to mammalian smooth muscle protein SM22 and chicken calponin alpha,1956,C,YOR367W
1958,vertex,_id,IMD1 strong similarity to IMP dehydrogenases,1958,M,YAR073W
1959,vertex,_id,YPR143w hypothetical protein,1959,U,YPR143W
1960,vertex,_id,SFP1 zinc finger protein,1960,O,YLR403W
1961,vertex,_id,YOL045w similarity to ser/thr protein kinase,1961,U,YOL045W
1965,vertex,_id,SSF2 protein with a potential role in mating,1965,C,YDR312W
1966,vertex,_id,SLT2 ser/thr protein kinase of MAP kinase family,1966,R,YHR030C
1968,vertex,_id,ARE2 acyl-CoA sterol acyltransferase,1968,M,YNR019W
1969,vertex,_id,YIL007c similarity to C.elegans hypothetical protein,1969,U,YIL007C
1970,vertex,_id,FHL1 transcriptional activator of the forkhead/hnf3 family,1970,B,YPR104C
1971,vertex,_id,DOG1 2-deoxyglucose-6-phosphate phosphatase,1971,M,YHR044C
1972,vertex,_id,YDR398w similarity to human KIAA0007 gene,1972,U,YDR398W
1973,vertex,_id,SGD1 involved in HOG pathway,1973,A,YLR336C
1975,vertex,_id,CVT19 similarity to YOL083w,1975,U,YOL082W
1976,vertex,_id,HHT1 histone H3,1976,B,YBR010W
1977,vertex,_id,BIK1 nuclear fusion protein,1977,D,YCL029C
1978,vertex,_id,YFL034w similarity to hypothetical S. pombe protein and to C.elegans F35D11 protein,1978,U,YFL034W
1979,vertex,_id,HMF1 Heat-shock induceable Inhibiter of cell Growth,1979,R,YER057C
1980,vertex,_id,DSK2 ubiquitin-like protein,1980,D,YMR276W
1981,vertex,_id,RIS1 similarity to RAD5 protein,1981,U,YOR191W
1982,vertex,_id,APG7 component of the autophagic system,1982,C,YHR171W
1983,vertex,_id,BUD32 weak similarity to protein kinases and M.jannaschii O-sialoglycoprotein endopeptidase homolog,1983,U,YGR262C
1984,vertex,_id,YKR038c similarity to QRI7P,1984,F,YKR038C
1985,vertex,_id,YDR279w hypothetical protein,1985,U,YDR279W
1987,vertex,_id,YOR073w hypothetical protein,1987,U,YOR073W
1988,vertex,_id,"IDP2 isocitrate dehydrogenase,cytosolic",1988,M,YLR174W
1989,vertex,_id,IMD2 IMP dehydrogenase,1989,M,YHR216W
1990,vertex,_id,"YHL010c similarity to C.elegans hypothetical protein,homolog to human breast cancer-associated protein BRAP2",1990,U,YHL010C
1993,vertex,_id,YLR238w similarity to YDR200c,1993,U,YLR238W
1994,vertex,_id,SPO12 sporulation protein,1994,C,YHR152W
1995,vertex,_id,SUM1 suppressor of SIR mutations,1995,B,YDR310C
1996,vertex,_id,BUL1 ubiquitination pathway protein,1996,F,YMR275C
1997,vertex,_id,YLR392c hypothetical protein,1997,U,YLR392C
1998,vertex,_id,YKR018c strong similarity to hypothetical protein YJL082w,1998,U,YKR018C
1999,vertex,_id,LSB1 weak similarity to chicken growth factor receptor-binding protein GRB2 homolog,1999,C,YGR136W
2000,vertex,_id,YEN1 weak similarity to DNA repair protein RAD2P and Dsh1p,2000,U,YER041W
2001,vertex,_id,"CLB2 cyclin,G2/M-specific",2001,C,YPR119W
2002,vertex,_id,PTP3 protein tyrosine phosphatase,2002,C,YER075C
2003,vertex,_id,YJR141w weak similarity to hypothetical protein SPBC1734.10c S. pombe,2003,U,YJR141W
2004,vertex,_id,"YNL099c similarity to YNL032w,YNL056w and YDR067c",2004,U,YNL099C
2006,vertex,_id,Unknow protein !!!,2006,U,YCL011C
2007,vertex,_id,HRB1 strong similarity to GBP2P,2007,T,YNL004W
2008,vertex,_id,YNL056w similarity to YNL032w and YNL099c,2008,U,YNL056W
2009,vertex,_id,LTP1 protein-tyrosine-phosphatase,2009,U,YPR073C
2010,vertex,_id,EST1 telomere elongation protein,2010,D,YLR233C
2011,vertex,_id,DBP7 RNA helicase required for 60S ribosomal subunit assembly,2011,T,YKR024C
2012,vertex,_id,YNL157w weak similarity to S.pombe hypothetical protein SPAC10F6,2012,U,YNL157W
2013,vertex,_id,RAD6 E2 ubiquitin-conjugating enzyme,2013,F,YGL058W
2014,vertex,_id,RAD18 DNA repair protein,2014,D,YCR066W
2015,vertex,_id,YBR223c hypothetical protein,2015,U,YBR223C
2017,vertex,_id,DSS4 GDP/GTP exchange factor for SEC4P,2017,O,YPR017C
2018,vertex,_id,CDC4 cell division control protein,2018,D,YFL009W
2020,vertex,_id,SAP1 member of the AAA-protein family,2020,F,YER047C
2021,vertex,_id,PPS1 protein tyrosine phosphatase,2021,D,YBR276C
2022,vertex,_id,SEN15 tRNA splicing endonuclease delta subunit,2022,T,YMR059W
2023,vertex,_id,"LRO1 a lecithin cholesterol acyltransferase-like gene,mediates diacylglycerol esterification",2023,M,YNR008W
2024,vertex,_id,RSN1 similarity to A.thaliana hyp1 protein,2024,U,YMR266W
2025,vertex,_id,GRX1 glutaredoxin,2025,R,YCL035C
2027,vertex,_id,PRM2 weak similarity to C. elegans F26G1.6 protease,2027,U,YIL037C
2028,vertex,_id,NTF2 nuclear transport factor,2028,O,YER009W
2029,vertex,_id,AFR1 involved in morphogenesis of the mating projection,2029,C,YDR085C
2030,vertex,_id,RPP0 acidic ribosomal protein L10.e,2030,P,YLR340W
2031,vertex,_id,YLR287c weak similarity to S.pombe hypothetical protein SPAC22E12,2031,U,YLR287C
2032,vertex,_id,YER067w strong similarity to hypothetical protein YIL057c,2032,U,YER067W
2033,vertex,_id,YHR087w weak similarity to PIR:T50363 hypothetical protein SPBC21C3.19 S.pombe,2033,U,YHR087W
2034,vertex,_id,Unknow protein !!!,2034,U,YER160C
2035,vertex,_id,"CTF13 kinetochore protein complex,CBF3,58 KD subunit",2035,D,YMR094W
2036,vertex,_id,YOL128c strong similarity to protein kinase MCK1P,2036,U,YOL128C
2039,vertex,_id,PEX6 peroxisomal assembly protein,2039,F,YNL329C
2040,vertex,_id,DNL4 DNA ligase IV,2040,D,YOR005C
2042,vertex,_id,MAK16 nuclear viral propagation protein,2042,D,YAL025C
2044,vertex,_id,RAD27 ssDNA endonuclease and 5-3 exonuclease,2044,D,YKL113C
2045,vertex,_id,STE12 transcriptional activator,2045,B,YHR084W
2046,vertex,_id,YKL206c hypothetical protein,2046,U,YKL206C
2047,vertex,_id,YLR199c hypothetical protein,2047,U,YLR199C
2049,vertex,_id,YIL055c hypothetical protein,2049,U,YIL055C
2050,vertex,_id,CIN8 kinesin-related protein,2050,O,YEL061C
2051,vertex,_id,HIR1 histone transcription regulator,2051,B,YBL008W
2053,vertex,_id,SLD2 chromosomal DNA replication protein,2053,D,YKL108W
2054,vertex,_id,TAL1 transaldolase,2054,E,YLR354C
2055,vertex,_id,TRL1 tRNA ligase,2055,T,YJL087C
